transactionId,senderAccountId,receiverAccountId,amount,currency,date,channel,reference
SOF-0025894,ACC-000244,ACC-000834,45975882.76,ZAR,2023-03-04,SOF,SOURCE OF FUNDS
SOF-0025895,ACC-000383,ACC-000775,28881574.16,ZAR,2023-07-03,SOF,SOURCE OF FUNDS
SOF-0025896,ACC-000331,ACC-000716,24458220.51,ZAR,2024-12-05,SOF,SOURCE OF FUNDS
SOF-0025897,ACC-000514,ACC-000860,34089561.21,ZAR,2024-05-12,SOF,SOURCE OF FUNDS
SOF-0025898,ACC-000165,ACC-000169,15510391.58,ZAR,2024-09-05,SOF,SOURCE OF FUNDS
SOF-0025899,ACC-000462,ACC-000363,31878867.45,ZAR,2023-06-22,SOF,SOURCE OF FUNDS
SOF-0025900,ACC-000041,ACC-000904,7947867.28,ZAR,2024-03-26,SOF,SOURCE OF FUNDS
SOF-0025901,ACC-000745,ACC-000096,47411907.88,ZAR,2024-09-01,SOF,SOURCE OF FUNDS
SOF-0025902,ACC-000648,ACC-000429,34518591.3,ZAR,2024-11-21,SOF,SOURCE OF FUNDS
SOF-0025903,ACC-000003,ACC-000651,14860191.57,ZAR,2024-01-29,SOF,SOURCE OF FUNDS
SOF-0025904,ACC-000568,ACC-000145,4656762.18,ZAR,2023-04-13,SOF,SOURCE OF FUNDS
SOF-0025905,ACC-000687,ACC-000235,32567332.46,ZAR,2023-05-27,SOF,SOURCE OF FUNDS
SOF-0025906,ACC-000184,ACC-000607,13133305.84,ZAR,2023-04-08,SOF,SOURCE OF FUNDS
SOF-0025907,ACC-000799,ACC-001055,31284148.74,ZAR,2024-10-26,SOF,SOURCE OF FUNDS
SOF-0025908,ACC-000022,ACC-000740,11832139.79,ZAR,2023-02-05,SOF,SOURCE OF FUNDS
SOF-0025909,ACC-000329,ACC-000522,7090570.5,ZAR,2023-07-30,SOF,SOURCE OF FUNDS
SOF-0025910,ACC-000534,ACC-000508,20457749.92,ZAR,2024-05-03,SOF,SOURCE OF FUNDS
SOF-0025911,ACC-000681,ACC-000918,3338523.31,ZAR,2024-06-18,SOF,SOURCE OF FUNDS
SOF-0025912,ACC-000178,ACC-000262,23076580.98,ZAR,2023-04-02,SOF,SOURCE OF FUNDS
SOF-0025913,ACC-000726,ACC-000105,21283988.2,ZAR,2023-06-08,SOF,SOURCE OF FUNDS
SOF-0025914,ACC-000424,ACC-000439,10927370.57,ZAR,2024-07-14,SOF,SOURCE OF FUNDS
SOF-0025915,ACC-000606,ACC-000289,3757077.37,ZAR,2023-09-11,SOF,SOURCE OF FUNDS
SOF-0025916,ACC-000383,ACC-000615,18545461.39,ZAR,2023-05-18,SOF,SOURCE OF FUNDS
SOF-0025917,ACC-000012,ACC-001106,15097980.65,ZAR,2024-11-27,SOF,SOURCE OF FUNDS
SOF-0025918,ACC-000218,ACC-000175,11356279.26,ZAR,2024-03-22,SOF,SOURCE OF FUNDS
SOF-0025919,ACC-000392,ACC-000164,12537134.22,ZAR,2023-01-10,SOF,SOURCE OF FUNDS
SOF-0025920,ACC-000301,ACC-000382,42119110.76,ZAR,2023-12-22,SOF,SOURCE OF FUNDS
SOF-0025921,ACC-000227,ACC-000999,43356340.39,ZAR,2024-10-19,SOF,SOURCE OF FUNDS
SOF-0025922,ACC-000749,ACC-000786,29676475.22,ZAR,2024-07-22,SOF,SOURCE OF FUNDS
SOF-0025923,ACC-000056,ACC-001035,14887293.23,ZAR,2024-01-27,SOF,SOURCE OF FUNDS
SOF-0025924,ACC-000689,ACC-000317,582219.06,ZAR,2024-07-25,SOF,SOURCE OF FUNDS
SOF-0025925,ACC-000078,ACC-000545,3151477.96,ZAR,2023-05-03,SOF,SOURCE OF FUNDS
SOF-0025926,ACC-000008,ACC-000437,31076683.8,ZAR,2024-03-08,SOF,SOURCE OF FUNDS
SOF-0025927,ACC-000531,ACC-000921,1405755.75,ZAR,2023-06-02,SOF,SOURCE OF FUNDS
SOF-0025928,ACC-000752,ACC-000548,38551154.0,ZAR,2024-07-20,SOF,SOURCE OF FUNDS
SOF-0025929,ACC-000677,ACC-000552,34942893.8,ZAR,2023-11-03,SOF,SOURCE OF FUNDS
SOF-0025930,ACC-000464,ACC-000848,32858362.79,ZAR,2023-10-05,SOF,SOURCE OF FUNDS
SOF-0025931,ACC-000194,ACC-000164,25774361.51,ZAR,2024-12-29,SOF,SOURCE OF FUNDS
SOF-0025932,ACC-000550,ACC-000219,14804904.94,ZAR,2023-02-22,SOF,SOURCE OF FUNDS
SOF-0025933,ACC-000784,ACC-000218,29243116.26,ZAR,2024-06-13,SOF,SOURCE OF FUNDS
SOF-0025934,ACC-000688,ACC-001055,25462675.63,ZAR,2023-10-21,SOF,SOURCE OF FUNDS
SOF-0025935,ACC-000160,ACC-000585,43202506.72,ZAR,2024-03-18,SOF,SOURCE OF FUNDS
SOF-0025936,ACC-000212,ACC-000692,27996384.59,ZAR,2023-01-30,SOF,SOURCE OF FUNDS
SOF-0025937,ACC-000577,ACC-000048,14930256.06,ZAR,2023-08-29,SOF,SOURCE OF FUNDS
SOF-0025938,ACC-000800,ACC-000547,37640117.33,ZAR,2023-02-05,SOF,SOURCE OF FUNDS
SOF-0025939,ACC-000360,ACC-000130,19670246.15,ZAR,2024-10-12,SOF,SOURCE OF FUNDS
SOF-0025940,ACC-000193,ACC-000256,11543884.6,ZAR,2024-01-04,SOF,SOURCE OF FUNDS
SOF-0025941,ACC-000556,ACC-001021,25115921.05,ZAR,2023-12-14,SOF,SOURCE OF FUNDS
SOF-0025942,ACC-000164,ACC-000316,28891488.35,ZAR,2024-09-24,SOF,SOURCE OF FUNDS
SOF-0025943,ACC-000666,ACC-000297,28739739.26,ZAR,2024-08-13,SOF,SOURCE OF FUNDS
SOF-0025944,ACC-000510,ACC-000997,38094810.16,ZAR,2023-06-20,SOF,SOURCE OF FUNDS
SOF-0025945,ACC-000267,ACC-000985,4829981.03,ZAR,2024-01-02,SOF,SOURCE OF FUNDS
SOF-0025946,ACC-000283,ACC-000330,32229535.29,ZAR,2023-07-11,SOF,SOURCE OF FUNDS
SOF-0025947,ACC-000027,ACC-001095,22664769.77,ZAR,2024-07-02,SOF,SOURCE OF FUNDS
SOF-0025948,ACC-000069,ACC-000840,40965949.74,ZAR,2024-01-09,SOF,SOURCE OF FUNDS
SOF-0025949,ACC-000634,ACC-000967,37965474.92,ZAR,2023-12-21,SOF,SOURCE OF FUNDS
SOF-0025950,ACC-000548,ACC-001037,49399675.84,ZAR,2023-05-09,SOF,SOURCE OF FUNDS
SOF-0025951,ACC-000645,ACC-000195,35268792.88,ZAR,2024-09-20,SOF,SOURCE OF FUNDS
SOF-0025952,ACC-000405,ACC-000217,14522877.74,ZAR,2023-10-09,SOF,SOURCE OF FUNDS
SOF-0025953,ACC-000451,ACC-000866,38633558.88,ZAR,2023-02-03,SOF,SOURCE OF FUNDS
SOF-0025954,ACC-000033,ACC-000838,32055681.04,ZAR,2023-05-28,SOF,SOURCE OF FUNDS
SOF-0025955,ACC-000761,ACC-001007,32508471.56,ZAR,2023-01-10,SOF,SOURCE OF FUNDS
SOF-0025956,ACC-000202,ACC-000485,27673343.85,ZAR,2023-04-30,SOF,SOURCE OF FUNDS
SOF-0025957,ACC-000046,ACC-000210,38842334.25,ZAR,2024-07-31,SOF,SOURCE OF FUNDS
SOF-0025958,ACC-000209,ACC-000570,790202.54,ZAR,2024-07-19,SOF,SOURCE OF FUNDS
SOF-0025959,ACC-000190,ACC-000013,44053125.46,ZAR,2023-07-14,SOF,SOURCE OF FUNDS
SOF-0025960,ACC-000032,ACC-000271,4124201.03,ZAR,2023-10-09,SOF,SOURCE OF FUNDS
SOF-0025961,ACC-000201,ACC-000392,7441102.55,ZAR,2023-04-22,SOF,SOURCE OF FUNDS
SOF-0025962,ACC-000289,ACC-000731,39407214.75,ZAR,2024-07-20,SOF,SOURCE OF FUNDS
SOF-0025963,ACC-000460,ACC-000293,15972752.39,ZAR,2023-09-21,SOF,SOURCE OF FUNDS
SOF-0025964,ACC-000059,ACC-000637,2964652.37,ZAR,2023-09-19,SOF,SOURCE OF FUNDS
SOF-0025965,ACC-000660,ACC-000907,47425421.83,ZAR,2023-03-25,SOF,SOURCE OF FUNDS
SOF-0025966,ACC-000799,ACC-000025,44046268.76,ZAR,2023-12-30,SOF,SOURCE OF FUNDS
SOF-0025967,ACC-000636,ACC-000973,34837755.38,ZAR,2024-05-14,SOF,SOURCE OF FUNDS
SOF-0025968,ACC-000400,ACC-000431,30541218.42,ZAR,2024-04-08,SOF,SOURCE OF FUNDS
SOF-0025969,ACC-000681,ACC-000630,33391823.86,ZAR,2024-12-14,SOF,SOURCE OF FUNDS
SOF-0025970,ACC-000690,ACC-001019,19654043.54,ZAR,2024-10-25,SOF,SOURCE OF FUNDS
SOF-0025971,ACC-000256,ACC-000912,22417413.68,ZAR,2023-01-30,SOF,SOURCE OF FUNDS
SOF-0025972,ACC-000334,ACC-000036,27737267.55,ZAR,2024-04-18,SOF,SOURCE OF FUNDS
SOF-0025973,ACC-000694,ACC-000109,684980.13,ZAR,2023-06-07,SOF,SOURCE OF FUNDS
SOF-0025974,ACC-000706,ACC-000992,4956083.86,ZAR,2024-09-10,SOF,SOURCE OF FUNDS
SOF-0025975,ACC-000268,ACC-000677,24281156.04,ZAR,2023-04-02,SOF,SOURCE OF FUNDS
SOF-0025976,ACC-000136,ACC-000825,17232243.57,ZAR,2024-04-27,SOF,SOURCE OF FUNDS
SOF-0025977,ACC-000631,ACC-000713,2525129.97,ZAR,2023-04-05,SOF,SOURCE OF FUNDS
SOF-0025978,ACC-000066,ACC-000560,39298466.84,ZAR,2024-09-15,SOF,SOURCE OF FUNDS
SOF-0025979,ACC-000735,ACC-000186,11695607.33,ZAR,2024-03-28,SOF,SOURCE OF FUNDS
SOF-0025980,ACC-000192,ACC-000359,41519564.3,ZAR,2024-06-11,SOF,SOURCE OF FUNDS
SOF-0025981,ACC-000409,ACC-000841,4680074.06,ZAR,2024-11-03,SOF,SOURCE OF FUNDS
SOF-0025982,ACC-000465,ACC-000053,11281386.42,ZAR,2023-01-30,SOF,SOURCE OF FUNDS
SOF-0025983,ACC-000713,ACC-000072,33910738.3,ZAR,2023-03-02,SOF,SOURCE OF FUNDS
SOF-0025984,ACC-000263,ACC-000975,39526049.01,ZAR,2023-03-13,SOF,SOURCE OF FUNDS
SOF-0025985,ACC-000602,ACC-000877,23907863.35,ZAR,2024-11-11,SOF,SOURCE OF FUNDS
SOF-0025986,ACC-000051,ACC-000531,39381107.01,ZAR,2023-01-22,SOF,SOURCE OF FUNDS
SOF-0025987,ACC-000126,ACC-000676,5276994.81,ZAR,2023-11-14,SOF,SOURCE OF FUNDS
SOF-0025988,ACC-000494,ACC-000350,26058109.61,ZAR,2024-03-06,SOF,SOURCE OF FUNDS
SOF-0025989,ACC-000754,ACC-000237,31167208.2,ZAR,2024-01-05,SOF,SOURCE OF FUNDS
SOF-0025990,ACC-000774,ACC-000054,24915202.9,ZAR,2024-06-11,SOF,SOURCE OF FUNDS
SOF-0025991,ACC-000553,ACC-000964,2520453.23,ZAR,2024-07-03,SOF,SOURCE OF FUNDS
SOF-0025992,ACC-000269,ACC-000999,10119170.38,ZAR,2024-07-16,SOF,SOURCE OF FUNDS
SOF-0025993,ACC-000508,ACC-000275,48576262.45,ZAR,2023-12-21,SOF,SOURCE OF FUNDS
SOF-0025994,ACC-000752,ACC-000114,48223439.81,ZAR,2023-05-05,SOF,SOURCE OF FUNDS
SOF-0025995,ACC-000236,ACC-000388,47909860.54,ZAR,2024-07-13,SOF,SOURCE OF FUNDS
SOF-0025996,ACC-000789,ACC-000372,29778210.07,ZAR,2023-01-14,SOF,SOURCE OF FUNDS
SOF-0025997,ACC-000605,ACC-001019,284025.06,ZAR,2023-08-31,SOF,SOURCE OF FUNDS
SOF-0025998,ACC-000035,ACC-000069,35055422.8,ZAR,2024-07-14,SOF,SOURCE OF FUNDS
SOF-0025999,ACC-000240,ACC-000681,622007.41,ZAR,2024-10-18,SOF,SOURCE OF FUNDS
SOF-0026000,ACC-000597,ACC-000869,16289535.95,ZAR,2023-10-06,SOF,SOURCE OF FUNDS
SOF-0026001,ACC-000144,ACC-000677,11950847.26,ZAR,2024-03-13,SOF,SOURCE OF FUNDS
SOF-0026002,ACC-000276,ACC-000473,19741322.41,ZAR,2024-12-14,SOF,SOURCE OF FUNDS
SOF-0026003,ACC-000279,ACC-000938,38548728.65,ZAR,2023-05-21,SOF,SOURCE OF FUNDS
SOF-0026004,ACC-000466,ACC-000353,49902977.62,ZAR,2023-07-25,SOF,SOURCE OF FUNDS
SOF-0026005,ACC-000331,ACC-000689,5953260.97,ZAR,2023-02-11,SOF,SOURCE OF FUNDS
SOF-0026006,ACC-000125,ACC-000834,18292184.15,ZAR,2024-10-03,SOF,SOURCE OF FUNDS
SOF-0026007,ACC-000276,ACC-000636,25270944.85,ZAR,2024-10-08,SOF,SOURCE OF FUNDS
SOF-0026008,ACC-000241,ACC-000175,43974632.55,ZAR,2024-06-06,SOF,SOURCE OF FUNDS
SOF-0026009,ACC-000104,ACC-000972,38204454.69,ZAR,2023-07-15,SOF,SOURCE OF FUNDS
SOF-0026010,ACC-000648,ACC-000077,23780870.95,ZAR,2024-07-10,SOF,SOURCE OF FUNDS
SOF-0026011,ACC-000103,ACC-000876,20101535.8,ZAR,2024-06-08,SOF,SOURCE OF FUNDS
SOF-0026012,ACC-000406,ACC-000770,9961837.59,ZAR,2024-01-13,SOF,SOURCE OF FUNDS
SOF-0026013,ACC-000586,ACC-001026,43480157.48,ZAR,2023-06-25,SOF,SOURCE OF FUNDS
SOF-0026014,ACC-000802,ACC-000191,25385016.97,ZAR,2024-05-08,SOF,SOURCE OF FUNDS
SOF-0026015,ACC-000780,ACC-001063,6330674.0,ZAR,2023-03-25,SOF,SOURCE OF FUNDS
SOF-0026016,ACC-000682,ACC-000858,11314867.35,ZAR,2023-01-14,SOF,SOURCE OF FUNDS
SOF-0026017,ACC-000559,ACC-000954,37537832.6,ZAR,2023-08-04,SOF,SOURCE OF FUNDS
SOF-0026018,ACC-000166,ACC-001057,20974904.52,ZAR,2023-03-09,SOF,SOURCE OF FUNDS
SOF-0026019,ACC-000546,ACC-000995,33267027.99,ZAR,2024-09-04,SOF,SOURCE OF FUNDS
SOF-0026020,ACC-000559,ACC-000565,44496962.38,ZAR,2023-05-05,SOF,SOURCE OF FUNDS
SOF-0026021,ACC-000735,ACC-000595,30374063.13,ZAR,2024-11-19,SOF,SOURCE OF FUNDS
SOF-0026022,ACC-000138,ACC-000803,18097090.29,ZAR,2024-11-12,SOF,SOURCE OF FUNDS
SOF-0026023,ACC-000266,ACC-000511,14335383.64,ZAR,2023-12-24,SOF,SOURCE OF FUNDS
SOF-0026024,ACC-000352,ACC-000493,21101182.47,ZAR,2024-10-25,SOF,SOURCE OF FUNDS
SOF-0026025,ACC-000776,ACC-000238,43233883.57,ZAR,2023-08-06,SOF,SOURCE OF FUNDS
SOF-0026026,ACC-000790,ACC-000184,35618095.26,ZAR,2024-03-08,SOF,SOURCE OF FUNDS
SOF-0026027,ACC-000215,ACC-001096,15018305.33,ZAR,2023-09-09,SOF,SOURCE OF FUNDS
SOF-0026028,ACC-000027,ACC-000410,8479920.64,ZAR,2023-07-16,SOF,SOURCE OF FUNDS
SOF-0026029,ACC-000388,ACC-000275,1264407.02,ZAR,2024-09-25,SOF,SOURCE OF FUNDS
SOF-0026030,ACC-000449,ACC-000374,43104081.17,ZAR,2024-09-10,SOF,SOURCE OF FUNDS
SOF-0026031,ACC-000057,ACC-000695,46193397.81,ZAR,2023-03-16,SOF,SOURCE OF FUNDS
SOF-0026032,ACC-000115,ACC-000725,17983189.26,ZAR,2024-06-28,SOF,SOURCE OF FUNDS
SOF-0026033,ACC-000630,ACC-000944,32220309.67,ZAR,2023-08-15,SOF,SOURCE OF FUNDS
SOF-0026034,ACC-000567,ACC-000079,25294037.09,ZAR,2024-01-07,SOF,SOURCE OF FUNDS
SOF-0026035,ACC-000189,ACC-000724,17960560.51,ZAR,2023-11-15,SOF,SOURCE OF FUNDS
SOF-0026036,ACC-000166,ACC-000340,31017747.38,ZAR,2023-08-25,SOF,SOURCE OF FUNDS
SOF-0026037,ACC-000516,ACC-001043,39810182.89,ZAR,2024-05-19,SOF,SOURCE OF FUNDS
SOF-0026038,ACC-000525,ACC-000544,4781455.87,ZAR,2023-03-21,SOF,SOURCE OF FUNDS
SOF-0026039,ACC-000397,ACC-000166,47700725.93,ZAR,2024-07-03,SOF,SOURCE OF FUNDS
SOF-0026040,ACC-000797,ACC-000034,16047975.26,ZAR,2023-08-07,SOF,SOURCE OF FUNDS
SOF-0026041,ACC-000589,ACC-000372,46233239.06,ZAR,2023-07-03,SOF,SOURCE OF FUNDS
SOF-0026042,ACC-000343,ACC-000649,8986056.63,ZAR,2024-05-13,SOF,SOURCE OF FUNDS
SOF-0026043,ACC-000577,ACC-000875,21318323.06,ZAR,2023-03-28,SOF,SOURCE OF FUNDS
SOF-0026044,ACC-000696,ACC-000371,26672503.76,ZAR,2024-08-20,SOF,SOURCE OF FUNDS
SOF-0026045,ACC-000446,ACC-000930,13275008.74,ZAR,2024-01-25,SOF,SOURCE OF FUNDS
SOF-0026046,ACC-000336,ACC-000014,36960113.31,ZAR,2024-07-08,SOF,SOURCE OF FUNDS
SOF-0026047,ACC-000218,ACC-000673,42423081.75,ZAR,2023-07-15,SOF,SOURCE OF FUNDS
SOF-0026048,ACC-000651,ACC-001069,39427013.47,ZAR,2023-02-10,SOF,SOURCE OF FUNDS
SOF-0026049,ACC-000739,ACC-000073,1185209.49,ZAR,2023-10-22,SOF,SOURCE OF FUNDS
SOF-0026050,ACC-000415,ACC-000591,44479971.73,ZAR,2023-11-19,SOF,SOURCE OF FUNDS
SOF-0026051,ACC-000524,ACC-000525,32455315.07,ZAR,2024-08-08,SOF,SOURCE OF FUNDS
SOF-0026052,ACC-000218,ACC-000929,25419824.02,ZAR,2024-05-27,SOF,SOURCE OF FUNDS
SOF-0026053,ACC-000266,ACC-000545,659361.63,ZAR,2023-12-20,SOF,SOURCE OF FUNDS
SOF-0026054,ACC-000673,ACC-000918,43227043.44,ZAR,2024-01-07,SOF,SOURCE OF FUNDS
SOF-0026055,ACC-000399,ACC-000165,6508474.23,ZAR,2024-11-23,SOF,SOURCE OF FUNDS
SOF-0026056,ACC-000129,ACC-000729,5763968.95,ZAR,2023-02-02,SOF,SOURCE OF FUNDS
SOF-0026057,ACC-000732,ACC-000471,18461650.87,ZAR,2023-07-22,SOF,SOURCE OF FUNDS
SOF-0026058,ACC-000429,ACC-000289,7786960.53,ZAR,2024-08-24,SOF,SOURCE OF FUNDS
SOF-0026059,ACC-000227,ACC-000803,1841582.85,ZAR,2024-06-23,SOF,SOURCE OF FUNDS
SOF-0026060,ACC-000165,ACC-000772,10058934.31,ZAR,2023-01-17,SOF,SOURCE OF FUNDS
SOF-0026061,ACC-000533,ACC-001015,42601822.84,ZAR,2023-10-18,SOF,SOURCE OF FUNDS
SOF-0026062,ACC-000387,ACC-000894,35514602.83,ZAR,2024-11-18,SOF,SOURCE OF FUNDS
SOF-0026063,ACC-000379,ACC-000945,43833517.7,ZAR,2023-04-28,SOF,SOURCE OF FUNDS
SOF-0026064,ACC-000783,ACC-000875,43287430.8,ZAR,2023-05-22,SOF,SOURCE OF FUNDS
SOF-0026065,ACC-000766,ACC-000989,46952742.94,ZAR,2023-06-03,SOF,SOURCE OF FUNDS
SOF-0026066,ACC-000650,ACC-000952,46343983.74,ZAR,2023-11-04,SOF,SOURCE OF FUNDS
SOF-0026067,ACC-000727,ACC-000417,9479222.92,ZAR,2023-05-16,SOF,SOURCE OF FUNDS
SOF-0026068,ACC-000368,ACC-000080,9501046.93,ZAR,2024-01-15,SOF,SOURCE OF FUNDS
SOF-0026069,ACC-000532,ACC-000549,36129939.7,ZAR,2024-11-23,SOF,SOURCE OF FUNDS
SOF-0026070,ACC-000743,ACC-000275,45598629.87,ZAR,2024-02-01,SOF,SOURCE OF FUNDS
SOF-0026071,ACC-000259,ACC-000635,46902835.06,ZAR,2024-05-01,SOF,SOURCE OF FUNDS
SOF-0026072,ACC-000091,ACC-000225,13663275.73,ZAR,2024-11-28,SOF,SOURCE OF FUNDS
SOF-0026073,ACC-000738,ACC-000153,1274742.95,ZAR,2023-04-27,SOF,SOURCE OF FUNDS
SOF-0026074,ACC-000043,ACC-001027,36496218.24,ZAR,2024-03-04,SOF,SOURCE OF FUNDS
SOF-0026075,ACC-000349,ACC-000968,36457480.28,ZAR,2024-06-10,SOF,SOURCE OF FUNDS
SOF-0026076,ACC-000155,ACC-000999,9557704.99,ZAR,2023-10-20,SOF,SOURCE OF FUNDS
SOF-0026077,ACC-000133,ACC-000415,40882454.44,ZAR,2023-10-24,SOF,SOURCE OF FUNDS
SOF-0026078,ACC-000166,ACC-000520,44560637.56,ZAR,2024-06-24,SOF,SOURCE OF FUNDS
SOF-0026079,ACC-000264,ACC-000455,10183849.43,ZAR,2023-05-09,SOF,SOURCE OF FUNDS
SOF-0026080,ACC-000211,ACC-001091,20132941.89,ZAR,2023-08-30,SOF,SOURCE OF FUNDS
SOF-0026081,ACC-000166,ACC-000095,23077072.01,ZAR,2024-12-13,SOF,SOURCE OF FUNDS
SOF-0026082,ACC-000004,ACC-000824,28789355.62,ZAR,2023-11-13,SOF,SOURCE OF FUNDS
SOF-0026083,ACC-000598,ACC-000739,45349694.43,ZAR,2023-02-06,SOF,SOURCE OF FUNDS
SOF-0026084,ACC-000608,ACC-000803,34978164.11,ZAR,2024-10-12,SOF,SOURCE OF FUNDS
SOF-0026085,ACC-000197,ACC-000889,18204683.74,ZAR,2024-10-26,SOF,SOURCE OF FUNDS
SOF-0026086,ACC-000416,ACC-000574,11649853.21,ZAR,2024-10-30,SOF,SOURCE OF FUNDS
SOF-0026087,ACC-000222,ACC-000258,29630226.97,ZAR,2023-07-20,SOF,SOURCE OF FUNDS
SOF-0026088,ACC-000648,ACC-001047,22430972.32,ZAR,2023-03-24,SOF,SOURCE OF FUNDS
SOF-0026089,ACC-000791,ACC-000785,20386664.61,ZAR,2023-01-21,SOF,SOURCE OF FUNDS
SOF-0026090,ACC-000578,ACC-000304,36057609.88,ZAR,2024-10-18,SOF,SOURCE OF FUNDS
SOF-0026091,ACC-000275,ACC-000945,48078853.98,ZAR,2024-05-04,SOF,SOURCE OF FUNDS
SOF-0026092,ACC-000486,ACC-001073,7234575.24,ZAR,2023-06-29,SOF,SOURCE OF FUNDS
SOF-0026093,ACC-000527,ACC-000091,30872116.93,ZAR,2023-05-03,SOF,SOURCE OF FUNDS
SOF-0026094,ACC-000132,ACC-000840,5899300.27,ZAR,2024-08-19,SOF,SOURCE OF FUNDS
SOF-0026095,ACC-000415,ACC-000250,39048609.8,ZAR,2023-10-18,SOF,SOURCE OF FUNDS
SOF-0026096,ACC-000562,ACC-000325,9509530.32,ZAR,2023-08-18,SOF,SOURCE OF FUNDS
SOF-0026097,ACC-000488,ACC-001106,19858180.54,ZAR,2024-09-17,SOF,SOURCE OF FUNDS
SOF-0026098,ACC-000134,ACC-000388,32272712.62,ZAR,2023-08-29,SOF,SOURCE OF FUNDS
SOF-0026099,ACC-000645,ACC-000838,21717229.05,ZAR,2024-11-14,SOF,SOURCE OF FUNDS
SOF-0026100,ACC-000063,ACC-001009,37001270.05,ZAR,2024-08-30,SOF,SOURCE OF FUNDS
SOF-0026101,ACC-000809,ACC-000436,29415515.64,ZAR,2024-04-09,SOF,SOURCE OF FUNDS
SOF-0026102,ACC-000531,ACC-000709,8309645.61,ZAR,2024-06-02,SOF,SOURCE OF FUNDS
SOF-0026103,ACC-000218,ACC-001082,41906242.25,ZAR,2024-07-16,SOF,SOURCE OF FUNDS
SOF-0026104,ACC-000702,ACC-000576,350239.44,ZAR,2024-01-15,SOF,SOURCE OF FUNDS
SOF-0026105,ACC-000741,ACC-000421,32895648.68,ZAR,2024-08-09,SOF,SOURCE OF FUNDS
SOF-0026106,ACC-000431,ACC-000398,47050638.16,ZAR,2024-11-20,SOF,SOURCE OF FUNDS
SOF-0026107,ACC-000118,ACC-000300,6890831.17,ZAR,2023-01-25,SOF,SOURCE OF FUNDS
SOF-0026108,ACC-000493,ACC-000075,1640769.57,ZAR,2024-06-05,SOF,SOURCE OF FUNDS
SOF-0026109,ACC-000709,ACC-001024,15631430.33,ZAR,2024-09-20,SOF,SOURCE OF FUNDS
SOF-0026110,ACC-000710,ACC-001065,25695996.96,ZAR,2023-06-28,SOF,SOURCE OF FUNDS
