transactionId,senderAccountId,receiverAccountId,amount,currency,date,channel,reference
EFT-0000130,ACC-000388,ACC-000918,4763248.72,ZAR,2024-12-01,EFT,UTILITIES
EFT-0000131,ACC-000882,ACC-000529,2025639.87,ZAR,2023-11-02,EFT,TAX PAYMENT
EFT-0000132,ACC-000552,ACC-000152,462660.08,ZAR,2024-03-14,EFT,RAW MATERIALS
EFT-0000133,ACC-000164,ACC-001024,2677763.7,ZAR,2023-06-14,EFT,UTILITIES
EFT-0000134,ACC-000911,ACC-000683,3339978.46,ZAR,2024-09-23,EFT,RATES
EFT-0000135,ACC-000011,ACC-001044,2497478.62,ZAR,2023-11-21,EFT,RENT
EFT-0000136,ACC-000424,ACC-000365,4286406.71,ZAR,2024-10-11,EFT,TAX PAYMENT
EFT-0000137,ACC-000179,ACC-000155,2730658.1,ZAR,2023-06-20,EFT,INSURANCE PREMIUM
EFT-0000138,ACC-000171,ACC-000805,4775544.73,ZAR,2024-01-15,EFT,SUBSCRIPTION
EFT-0000139,ACC-000745,ACC-000873,3244733.93,ZAR,2024-04-11,EFT,UTILITIES
EFT-0000140,ACC-000280,ACC-000344,3825523.16,ZAR,2023-04-27,EFT,FUEL
EFT-0000141,ACC-000300,ACC-000893,1908125.83,ZAR,2024-11-06,EFT,UTILITIES
EFT-0000142,ACC-000078,ACC-000065,82624.25,ZAR,2024-02-26,EFT,RENT
EFT-0000143,ACC-000528,ACC-000484,3338716.82,ZAR,2024-03-06,EFT,STOCK
EFT-0000144,ACC-000456,ACC-000163,4752782.2,ZAR,2023-12-26,EFT,TAX PAYMENT
EFT-0000145,ACC-000006,ACC-000648,1418380.31,ZAR,2024-11-05,EFT,CONSULTING FEE
EFT-0000146,ACC-001022,ACC-000556,131720.96,ZAR,2024-01-19,EFT,COMMISSION
EFT-0000147,ACC-000137,ACC-000347,4867464.87,ZAR,2023-07-17,EFT,INSURANCE PREMIUM
EFT-0000148,ACC-000099,ACC-000314,868999.5,ZAR,2023-11-22,EFT,COMMISSION
EFT-0000149,ACC-000190,ACC-000874,3157389.62,ZAR,2024-02-06,EFT,CONSULTING FEE
EFT-0000150,ACC-000167,ACC-000823,3144656.18,ZAR,2024-08-30,EFT,RATES
EFT-0000151,ACC-000475,ACC-000615,4917079.25,ZAR,2024-10-11,EFT,SUBSCRIPTION
EFT-0000152,ACC-000541,ACC-000238,4202363.74,ZAR,2024-01-23,EFT,CONSULTING FEE
EFT-0000153,ACC-000525,ACC-000063,4923996.8,ZAR,2023-04-16,EFT,RENT
EFT-0000154,ACC-000093,ACC-000954,903548.17,ZAR,2023-03-21,EFT,LOAN REPAYMENT
EFT-0000155,ACC-000315,ACC-000821,2432843.22,ZAR,2024-10-02,EFT,INVOICE
EFT-0000156,ACC-000301,ACC-000528,4042841.0,ZAR,2023-07-04,EFT,DELIVERY
EFT-0000157,ACC-000545,ACC-000505,586477.09,ZAR,2023-12-18,EFT,SUBSCRIPTION
EFT-0000158,ACC-000500,ACC-000128,1272877.86,ZAR,2023-05-05,EFT,STOCK
EFT-0000159,ACC-000423,ACC-000124,1824770.77,ZAR,2023-08-11,EFT,SALARY
EFT-0000160,ACC-000182,ACC-000874,2408133.57,ZAR,2023-04-05,EFT,SUBSCRIPTION
EFT-0000161,ACC-000383,ACC-000404,4731755.2,ZAR,2023-07-17,EFT,CONSULTING FEE
EFT-0000162,ACC-000567,ACC-000597,1964433.21,ZAR,2024-08-20,EFT,DELIVERY
EFT-0000163,ACC-000794,ACC-000348,2118974.74,ZAR,2023-10-06,EFT,RAW MATERIALS
EFT-0000164,ACC-000504,ACC-000165,1870115.45,ZAR,2024-10-09,EFT,INVOICE
EFT-0000165,ACC-000740,ACC-001071,2049336.42,ZAR,2024-09-10,EFT,COMMISSION
EFT-0000166,ACC-000020,ACC-000975,929981.5,ZAR,2023-09-09,EFT,INVOICE
EFT-0000167,ACC-000970,ACC-000298,1593286.41,ZAR,2023-01-12,EFT,RAW MATERIALS
EFT-0000168,ACC-000472,ACC-000746,331642.6,ZAR,2023-10-18,EFT,STOCK
EFT-0000169,ACC-000466,ACC-000848,3231527.44,ZAR,2024-11-29,EFT,UTILITIES
EFT-0000170,ACC-000164,ACC-001062,4951303.45,ZAR,2024-03-07,EFT,RENT
EFT-0000171,ACC-000137,ACC-000492,2882280.88,ZAR,2023-10-19,EFT,SALARY
EFT-0000172,ACC-001016,ACC-000230,2667568.31,ZAR,2024-06-24,EFT,SUPPLIER PMT
EFT-0000173,ACC-000012,ACC-000858,2075686.81,ZAR,2023-11-05,EFT,CONSULTING FEE
EFT-0000174,ACC-000323,ACC-000970,235840.32,ZAR,2023-11-02,EFT,TAX PAYMENT
EFT-0000175,ACC-000515,ACC-000701,1120459.78,ZAR,2023-01-11,EFT,RATES
EFT-0000176,ACC-000718,ACC-000353,440539.59,ZAR,2024-01-13,EFT,FREIGHT CHARGE
EFT-0000177,ACC-000034,ACC-000211,4735750.73,ZAR,2023-03-18,EFT,CONSULTING FEE
EFT-0000178,ACC-000766,ACC-000219,2303738.47,ZAR,2023-05-10,EFT,RAW MATERIALS
EFT-0000179,ACC-000530,ACC-000093,1202996.97,ZAR,2024-05-04,EFT,LOAN REPAYMENT
EFT-0000180,ACC-000186,ACC-000640,3831126.81,ZAR,2024-12-29,EFT,INVOICE
EFT-0000181,ACC-000694,ACC-000545,4279389.45,ZAR,2024-12-12,EFT,INVOICE
EFT-0000182,ACC-000045,ACC-000920,1925608.58,ZAR,2024-05-14,EFT,RENT
EFT-0000183,ACC-000672,ACC-000430,1567138.46,ZAR,2023-11-16,EFT,TAX PAYMENT
EFT-0000184,ACC-000758,ACC-000996,2262433.25,ZAR,2024-09-27,EFT,COMMISSION
EFT-0000185,ACC-000155,ACC-001026,1536080.33,ZAR,2024-08-14,EFT,RENT
EFT-0000186,ACC-000727,ACC-000866,4470543.22,ZAR,2023-07-11,EFT,CONSULTING FEE
EFT-0000187,ACC-000546,ACC-000279,4634675.13,ZAR,2023-03-28,EFT,SUBSCRIPTION
EFT-0000188,ACC-000122,ACC-000347,266258.78,ZAR,2023-10-07,EFT,SUBSCRIPTION
EFT-0000189,ACC-000537,ACC-000770,1470382.47,ZAR,2024-02-17,EFT,FUEL
EFT-0000190,ACC-000562,ACC-000422,1245096.75,ZAR,2023-04-24,EFT,MAINTENANCE
EFT-0000191,ACC-000744,ACC-000946,2660892.56,ZAR,2023-10-10,EFT,MAINTENANCE
EFT-0000192,ACC-000319,ACC-000947,855560.08,ZAR,2023-07-28,EFT,SUBSCRIPTION
EFT-0000193,ACC-000608,ACC-000904,3502505.9,ZAR,2024-05-03,EFT,DELIVERY
EFT-0000194,ACC-000254,ACC-000135,4499396.17,ZAR,2023-05-26,EFT,SALARY
EFT-0000195,ACC-000346,ACC-000900,4406347.01,ZAR,2023-06-24,EFT,SALARY
EFT-0000196,ACC-000485,ACC-000936,226360.01,ZAR,2023-01-18,EFT,DELIVERY
EFT-0000197,ACC-000858,ACC-000626,4019561.14,ZAR,2023-12-10,EFT,TAX PAYMENT
EFT-0000198,ACC-000450,ACC-001059,2294024.44,ZAR,2023-12-28,EFT,DELIVERY
EFT-0000199,ACC-000741,ACC-000547,4510883.05,ZAR,2024-09-02,EFT,LOAN REPAYMENT
EFT-0000200,ACC-000531,ACC-000568,4893197.87,ZAR,2023-08-14,EFT,RATES
EFT-0000201,ACC-000020,ACC-001030,3721953.41,ZAR,2023-07-18,EFT,INSURANCE PREMIUM
EFT-0000202,ACC-000730,ACC-000447,2246622.1,ZAR,2024-06-23,EFT,FUEL
EFT-0000203,ACC-000277,ACC-000315,4726359.87,ZAR,2023-10-10,EFT,DELIVERY
EFT-0000204,ACC-000483,ACC-000272,615244.84,ZAR,2024-04-10,EFT,SUBSCRIPTION
EFT-0000205,ACC-000804,ACC-000885,751563.64,ZAR,2023-10-24,EFT,FREIGHT CHARGE
EFT-0000206,ACC-000960,ACC-000399,205244.99,ZAR,2023-10-17,EFT,RENT
EFT-0000207,ACC-000243,ACC-000990,3708.24,ZAR,2023-09-15,EFT,RATES
EFT-0000208,ACC-000650,ACC-000548,2803965.2,ZAR,2023-03-30,EFT,CONSULTING FEE
EFT-0000209,ACC-000350,ACC-000060,161167.38,ZAR,2023-12-30,EFT,MAINTENANCE
EFT-0000210,ACC-000748,ACC-000341,1306673.93,ZAR,2023-11-06,EFT,DELIVERY
EFT-0000211,ACC-000561,ACC-000666,3416764.26,ZAR,2023-07-24,EFT,CONSULTING FEE
EFT-0000212,ACC-000966,ACC-000459,2833542.12,ZAR,2024-10-05,EFT,TAX PAYMENT
EFT-0000213,ACC-000353,ACC-000648,2633093.7,ZAR,2024-12-11,EFT,RAW MATERIALS
EFT-0000214,ACC-000283,ACC-000340,2306689.27,ZAR,2024-07-26,EFT,SALARY
EFT-0000215,ACC-000626,ACC-000964,2901821.93,ZAR,2024-01-18,EFT,RATES
EFT-0000216,ACC-000625,ACC-000096,30261.25,ZAR,2024-06-14,EFT,TAX PAYMENT
EFT-0000217,ACC-000043,ACC-000864,487446.61,ZAR,2023-10-25,EFT,LOAN REPAYMENT
EFT-0000218,ACC-000092,ACC-000559,3584898.41,ZAR,2024-12-19,EFT,STOCK
EFT-0000219,ACC-000614,ACC-000106,3378565.97,ZAR,2023-06-08,EFT,DELIVERY
EFT-0000220,ACC-000667,ACC-000569,336176.74,ZAR,2023-06-06,EFT,RENT
EFT-0000221,ACC-000167,ACC-000822,2219357.47,ZAR,2023-02-26,EFT,RENT
EFT-0000222,ACC-000395,ACC-000680,4238717.57,ZAR,2023-09-24,EFT,TAX PAYMENT
EFT-0000223,ACC-000529,ACC-000094,708860.08,ZAR,2024-11-04,EFT,MAINTENANCE
EFT-0000224,ACC-000389,ACC-000234,4795477.53,ZAR,2024-05-19,EFT,SUBSCRIPTION
EFT-0000225,ACC-000310,ACC-000079,4067561.28,ZAR,2023-06-01,EFT,SALARY
EFT-0000226,ACC-000091,ACC-000009,170900.67,ZAR,2024-10-28,EFT,TAX PAYMENT
EFT-0000227,ACC-000799,ACC-001044,4908777.55,ZAR,2024-01-02,EFT,COMMISSION
EFT-0000228,ACC-000748,ACC-000314,872897.15,ZAR,2023-06-05,EFT,SUBSCRIPTION
EFT-0000229,ACC-000595,ACC-000111,3813156.63,ZAR,2023-11-07,EFT,INSURANCE PREMIUM
EFT-0000230,ACC-000302,ACC-000503,2880406.75,ZAR,2024-06-03,EFT,COMMISSION
EFT-0000231,ACC-000577,ACC-001107,3087566.38,ZAR,2024-02-18,EFT,INVOICE
EFT-0000232,ACC-000191,ACC-000708,531549.07,ZAR,2024-11-26,EFT,LOAN REPAYMENT
EFT-0000233,ACC-000639,ACC-000608,527606.33,ZAR,2023-06-28,EFT,INSURANCE PREMIUM
EFT-0000234,ACC-000088,ACC-000046,3749799.74,ZAR,2024-03-28,EFT,SUBSCRIPTION
EFT-0000235,ACC-000765,ACC-000865,1888455.91,ZAR,2024-10-14,EFT,FREIGHT CHARGE
EFT-0000236,ACC-000206,ACC-000561,1006363.11,ZAR,2023-06-15,EFT,UTILITIES
EFT-0000237,ACC-000485,ACC-000859,4050139.23,ZAR,2023-01-06,EFT,SUBSCRIPTION
EFT-0000238,ACC-000271,ACC-001080,4162098.34,ZAR,2024-08-07,EFT,LOAN REPAYMENT
EFT-0000239,ACC-000708,ACC-000517,336239.82,ZAR,2024-03-13,EFT,INSURANCE PREMIUM
EFT-0000240,ACC-000059,ACC-001074,590078.51,ZAR,2023-08-25,EFT,SUPPLIER PMT
EFT-0000241,ACC-000184,ACC-000234,1257283.55,ZAR,2024-12-21,EFT,SUBSCRIPTION
EFT-0000242,ACC-000803,ACC-001083,4266049.49,ZAR,2024-09-17,EFT,COMMISSION
EFT-0000243,ACC-000515,ACC-000866,4684665.97,ZAR,2023-09-27,EFT,SALARY
EFT-0000244,ACC-000340,ACC-000981,297430.15,ZAR,2023-07-29,EFT,FREIGHT CHARGE
EFT-0000245,ACC-000194,ACC-000667,4521667.17,ZAR,2024-12-20,EFT,SUPPLIER PMT
EFT-0000246,ACC-000787,ACC-000612,403427.14,ZAR,2024-07-18,EFT,LOAN REPAYMENT
EFT-0000247,ACC-000602,ACC-000828,1126612.58,ZAR,2023-12-25,EFT,UTILITIES
EFT-0000248,ACC-000648,ACC-000805,4656267.05,ZAR,2023-01-27,EFT,STOCK
EFT-0000249,ACC-000457,ACC-000311,3477354.94,ZAR,2024-03-16,EFT,UTILITIES
EFT-0000250,ACC-000089,ACC-000745,4517804.68,ZAR,2023-12-27,EFT,STOCK
EFT-0000251,ACC-000928,ACC-000761,50743.23,ZAR,2024-02-27,EFT,FREIGHT CHARGE
EFT-0000252,ACC-000673,ACC-000726,283744.61,ZAR,2024-03-25,EFT,FUEL
EFT-0000253,ACC-000251,ACC-000935,649016.36,ZAR,2024-02-12,EFT,LOAN REPAYMENT
EFT-0000254,ACC-000058,ACC-001088,3526423.3,ZAR,2024-01-01,EFT,MAINTENANCE
EFT-0000255,ACC-000780,ACC-000457,3268392.53,ZAR,2024-06-23,EFT,CONSULTING FEE
EFT-0000256,ACC-000443,ACC-000041,2054463.86,ZAR,2024-09-28,EFT,LOAN REPAYMENT
EFT-0000257,ACC-000167,ACC-000699,1153064.37,ZAR,2024-07-20,EFT,STOCK
EFT-0000258,ACC-000112,ACC-000603,1175908.67,ZAR,2024-03-26,EFT,TAX PAYMENT
EFT-0000259,ACC-000407,ACC-000219,1921191.21,ZAR,2023-03-28,EFT,SUPPLIER PMT
EFT-0000260,ACC-000404,ACC-001005,222555.54,ZAR,2023-07-30,EFT,INSURANCE PREMIUM
EFT-0000261,ACC-000966,ACC-000435,3815100.06,ZAR,2023-01-27,EFT,RAW MATERIALS
EFT-0000262,ACC-000178,ACC-000271,3107841.84,ZAR,2024-03-13,EFT,SUPPLIER PMT
EFT-0000263,ACC-000791,ACC-000561,4954460.35,ZAR,2024-07-01,EFT,TAX PAYMENT
EFT-0000264,ACC-000132,ACC-000384,4623343.36,ZAR,2023-05-16,EFT,SALARY
EFT-0000265,ACC-000064,ACC-000637,1687993.0,ZAR,2024-02-09,EFT,SUPPLIER PMT
EFT-0000266,ACC-000218,ACC-000648,3857933.86,ZAR,2023-01-13,EFT,RENT
EFT-0000267,ACC-000696,ACC-000901,86824.8,ZAR,2023-01-10,EFT,TAX PAYMENT
EFT-0000268,ACC-000391,ACC-000460,293394.89,ZAR,2023-03-23,EFT,CONSULTING FEE
