transactionId,senderAccountId,receiverAccountId,amount,currency,date,channel,reference
NAV-0015934,ACC-000606,ACC-000918,7973461.6,ZAR,2023-11-02,NAV,CLEARING
NAV-0015935,ACC-000575,ACC-000194,14696302.58,ZAR,2023-09-13,NAV,CLEARING
NAV-0015936,ACC-000335,ACC-000646,19972202.56,ZAR,2024-01-11,NAV,CLEARING
NAV-0015937,ACC-000508,ACC-000737,8209743.91,ZAR,2023-05-23,NAV,CLEARING
NAV-0015938,ACC-000305,ACC-000933,13781302.97,ZAR,2023-11-27,NAV,CLEARING
NAV-0015939,ACC-000018,ACC-000698,19116874.19,ZAR,2023-10-28,NAV,CLEARING
NAV-0015940,ACC-000158,ACC-000166,3958447.66,ZAR,2024-07-17,NAV,CLEARING
NAV-0015941,ACC-000540,ACC-000809,5386490.84,ZAR,2024-10-29,NAV,CLEARING
NAV-0015942,ACC-000770,ACC-000324,7270611.88,ZAR,2023-02-04,NAV,CLEARING
NAV-0015943,ACC-000387,ACC-000073,17986794.71,ZAR,2024-11-27,NAV,CLEARING
NAV-0015944,ACC-000734,ACC-000969,9861931.54,ZAR,2023-06-24,NAV,CLEARING
NAV-0015945,ACC-000101,ACC-000803,7452109.33,ZAR,2024-11-12,NAV,CLEARING
NAV-0015946,ACC-000644,ACC-000907,10977642.64,ZAR,2023-02-24,NAV,CLEARING
NAV-0015947,ACC-000381,ACC-000988,3641922.14,ZAR,2023-05-30,NAV,CLEARING
NAV-0015948,ACC-000101,ACC-001108,13140623.79,ZAR,2023-05-19,NAV,CLEARING
NAV-0015949,ACC-000103,ACC-000741,10418951.06,ZAR,2024-04-18,NAV,CLEARING
NAV-0015950,ACC-000475,ACC-000010,1370288.22,ZAR,2023-12-06,NAV,CLEARING
NAV-0015951,ACC-000045,ACC-000143,7527461.72,ZAR,2023-01-02,NAV,CLEARING
NAV-0015952,ACC-000756,ACC-000739,9368916.67,ZAR,2023-02-09,NAV,CLEARING
NAV-0015953,ACC-000537,ACC-000072,14464131.33,ZAR,2023-07-25,NAV,CLEARING
NAV-0015954,ACC-000327,ACC-000014,12581196.11,ZAR,2024-12-19,NAV,CLEARING
NAV-0015955,ACC-000765,ACC-000267,1564146.56,ZAR,2023-12-25,NAV,CLEARING
NAV-0015956,ACC-000775,ACC-000805,3928675.57,ZAR,2024-05-16,NAV,CLEARING
NAV-0015957,ACC-000780,ACC-000169,16926922.9,ZAR,2023-01-26,NAV,CLEARING
NAV-0015958,ACC-000102,ACC-000344,6757337.18,ZAR,2024-04-01,NAV,CLEARING
NAV-0015959,ACC-000440,ACC-000775,1313085.96,ZAR,2024-09-09,NAV,CLEARING
NAV-0015960,ACC-000462,ACC-000650,391387.73,ZAR,2024-02-15,NAV,CLEARING
NAV-0015961,ACC-000719,ACC-000013,3095302.95,ZAR,2023-05-15,NAV,CLEARING
NAV-0015962,ACC-000069,ACC-000829,1731321.41,ZAR,2024-05-26,NAV,CLEARING
NAV-0015963,ACC-000064,ACC-000453,11823828.28,ZAR,2024-03-10,NAV,CLEARING
NAV-0015964,ACC-000124,ACC-000289,7910394.89,ZAR,2023-11-23,NAV,CLEARING
NAV-0015965,ACC-000238,ACC-000627,1413692.58,ZAR,2023-08-14,NAV,CLEARING
NAV-0015966,ACC-000337,ACC-000003,6898417.83,ZAR,2024-01-31,NAV,CLEARING
NAV-0015967,ACC-000041,ACC-000116,8598161.34,ZAR,2023-04-30,NAV,CLEARING
NAV-0015968,ACC-000668,ACC-000053,7207446.16,ZAR,2024-11-13,NAV,CLEARING
NAV-0015969,ACC-000287,ACC-000391,17582244.69,ZAR,2024-09-23,NAV,CLEARING
NAV-0015970,ACC-000705,ACC-000607,8883751.98,ZAR,2023-09-13,NAV,CLEARING
NAV-0015971,ACC-000001,ACC-000961,9054475.3,ZAR,2023-10-11,NAV,CLEARING
NAV-0015972,ACC-000333,ACC-000959,18976899.75,ZAR,2024-02-23,NAV,CLEARING
NAV-0015973,ACC-000780,ACC-000112,10358545.43,ZAR,2024-07-31,NAV,CLEARING
NAV-0015974,ACC-000204,ACC-000463,98406.59,ZAR,2023-02-04,NAV,CLEARING
NAV-0015975,ACC-000076,ACC-001084,14230413.63,ZAR,2023-02-25,NAV,CLEARING
NAV-0015976,ACC-000115,ACC-000347,14320890.48,ZAR,2024-12-03,NAV,CLEARING
NAV-0015977,ACC-000289,ACC-000857,19207150.06,ZAR,2024-03-31,NAV,CLEARING
NAV-0015978,ACC-000772,ACC-000264,6938928.42,ZAR,2024-02-25,NAV,CLEARING
NAV-0015979,ACC-000524,ACC-001066,4618609.41,ZAR,2023-10-03,NAV,CLEARING
NAV-0015980,ACC-000654,ACC-000952,4556768.6,ZAR,2023-09-21,NAV,CLEARING
NAV-0015981,ACC-000395,ACC-000200,4579441.05,ZAR,2024-03-23,NAV,CLEARING
NAV-0015982,ACC-000409,ACC-000799,13074295.34,ZAR,2024-08-30,NAV,CLEARING
NAV-0015983,ACC-000725,ACC-000992,19233241.89,ZAR,2023-01-20,NAV,CLEARING
NAV-0015984,ACC-000707,ACC-000818,8448510.5,ZAR,2024-06-21,NAV,CLEARING
NAV-0015985,ACC-000622,ACC-001077,2767930.77,ZAR,2024-08-06,NAV,CLEARING
NAV-0015986,ACC-000530,ACC-000850,11129500.35,ZAR,2023-12-15,NAV,CLEARING
NAV-0015987,ACC-000225,ACC-000501,5139358.92,ZAR,2024-07-25,NAV,CLEARING
NAV-0015988,ACC-000125,ACC-000738,9406819.4,ZAR,2024-10-20,NAV,CLEARING
NAV-0015989,ACC-000060,ACC-000792,6230474.12,ZAR,2024-07-18,NAV,CLEARING
NAV-0015990,ACC-000343,ACC-001068,5165325.13,ZAR,2024-05-03,NAV,CLEARING
NAV-0015991,ACC-000672,ACC-000636,2784986.89,ZAR,2023-08-26,NAV,CLEARING
NAV-0015992,ACC-000789,ACC-000932,4152832.59,ZAR,2024-07-02,NAV,CLEARING
NAV-0015993,ACC-000618,ACC-000059,1438810.24,ZAR,2023-05-11,NAV,CLEARING
NAV-0015994,ACC-000240,ACC-000381,1286439.53,ZAR,2024-12-07,NAV,CLEARING
NAV-0015995,ACC-000781,ACC-000482,4021362.37,ZAR,2023-01-03,NAV,CLEARING
NAV-0015996,ACC-000803,ACC-000344,16478485.58,ZAR,2024-08-15,NAV,CLEARING
NAV-0015997,ACC-000782,ACC-000320,15391470.45,ZAR,2023-09-07,NAV,CLEARING
NAV-0015998,ACC-000113,ACC-000043,14264820.75,ZAR,2024-07-21,NAV,CLEARING
NAV-0015999,ACC-000017,ACC-000452,8232894.47,ZAR,2023-03-02,NAV,CLEARING
NAV-0016000,ACC-000731,ACC-000508,8039888.78,ZAR,2024-08-13,NAV,CLEARING
NAV-0016001,ACC-000658,ACC-000219,15780986.1,ZAR,2023-12-29,NAV,CLEARING
NAV-0016002,ACC-000146,ACC-000769,17895305.46,ZAR,2023-10-26,NAV,CLEARING
NAV-0016003,ACC-000522,ACC-000015,1883933.52,ZAR,2024-09-26,NAV,CLEARING
NAV-0016004,ACC-000521,ACC-000838,4854377.09,ZAR,2024-08-14,NAV,CLEARING
NAV-0016005,ACC-000011,ACC-000606,16004270.39,ZAR,2024-04-24,NAV,CLEARING
NAV-0016006,ACC-000528,ACC-000728,3861523.62,ZAR,2023-07-27,NAV,CLEARING
NAV-0016007,ACC-000069,ACC-000075,7458209.7,ZAR,2023-05-22,NAV,CLEARING
NAV-0016008,ACC-000666,ACC-000722,9729674.61,ZAR,2023-09-19,NAV,CLEARING
NAV-0016009,ACC-000118,ACC-000574,399385.56,ZAR,2024-06-13,NAV,CLEARING
NAV-0016010,ACC-000389,ACC-000398,14234562.13,ZAR,2023-10-18,NAV,CLEARING
NAV-0016011,ACC-000809,ACC-000393,7289461.73,ZAR,2023-12-17,NAV,CLEARING
NAV-0016012,ACC-000683,ACC-000493,10848509.38,ZAR,2024-09-18,NAV,CLEARING
NAV-0016013,ACC-000590,ACC-000286,4672552.46,ZAR,2024-05-26,NAV,CLEARING
NAV-0016014,ACC-000052,ACC-000131,10659807.93,ZAR,2024-12-19,NAV,CLEARING
NAV-0016015,ACC-000430,ACC-000441,4424591.29,ZAR,2024-08-02,NAV,CLEARING
NAV-0016016,ACC-000337,ACC-000889,2301370.08,ZAR,2023-07-14,NAV,CLEARING
NAV-0016017,ACC-000764,ACC-000887,5015907.72,ZAR,2024-07-30,NAV,CLEARING
NAV-0016018,ACC-000313,ACC-000053,7614566.7,ZAR,2024-05-19,NAV,CLEARING
NAV-0016019,ACC-000326,ACC-000859,3743712.69,ZAR,2024-05-17,NAV,CLEARING
NAV-0016020,ACC-000355,ACC-000217,16584653.73,ZAR,2023-07-19,NAV,CLEARING
NAV-0016021,ACC-000564,ACC-000876,18335011.85,ZAR,2024-12-10,NAV,CLEARING
NAV-0016022,ACC-000551,ACC-000543,15250021.79,ZAR,2023-12-18,NAV,CLEARING
NAV-0016023,ACC-000608,ACC-000179,10606266.38,ZAR,2023-12-26,NAV,CLEARING
NAV-0016024,ACC-000566,ACC-001108,15407483.23,ZAR,2024-12-24,NAV,CLEARING
NAV-0016025,ACC-000341,ACC-000273,5986530.33,ZAR,2024-02-02,NAV,CLEARING
NAV-0016026,ACC-000177,ACC-001049,18875677.5,ZAR,2023-04-09,NAV,CLEARING
NAV-0016027,ACC-000798,ACC-000406,484145.69,ZAR,2024-09-30,NAV,CLEARING
NAV-0016028,ACC-000209,ACC-000717,8359415.51,ZAR,2023-07-03,NAV,CLEARING
NAV-0016029,ACC-000795,ACC-000798,14913081.35,ZAR,2023-12-27,NAV,CLEARING
NAV-0016030,ACC-000761,ACC-000062,4810916.01,ZAR,2024-04-08,NAV,CLEARING
NAV-0016031,ACC-000209,ACC-000341,4356881.2,ZAR,2024-11-04,NAV,CLEARING
NAV-0016032,ACC-000132,ACC-000293,17181963.86,ZAR,2023-01-29,NAV,CLEARING
NAV-0016033,ACC-000200,ACC-000823,9648445.35,ZAR,2024-01-15,NAV,CLEARING
NAV-0016034,ACC-000353,ACC-000770,11085720.3,ZAR,2023-09-16,NAV,CLEARING
NAV-0016035,ACC-000796,ACC-000483,11328685.45,ZAR,2024-10-15,NAV,CLEARING
NAV-0016036,ACC-000219,ACC-000041,17466590.99,ZAR,2024-12-26,NAV,CLEARING
NAV-0016037,ACC-000158,ACC-000138,1989540.7,ZAR,2023-07-13,NAV,CLEARING
NAV-0016038,ACC-000017,ACC-000030,7146029.32,ZAR,2024-06-02,NAV,CLEARING
NAV-0016039,ACC-000628,ACC-000796,8238544.66,ZAR,2023-11-12,NAV,CLEARING
NAV-0016040,ACC-000072,ACC-000038,14141722.18,ZAR,2023-05-22,NAV,CLEARING
NAV-0016041,ACC-000746,ACC-001039,12497430.11,ZAR,2024-06-16,NAV,CLEARING
NAV-0016042,ACC-000480,ACC-000171,13940136.01,ZAR,2024-09-22,NAV,CLEARING
NAV-0016043,ACC-000112,ACC-000607,14147108.41,ZAR,2024-04-21,NAV,CLEARING
NAV-0016044,ACC-000769,ACC-000143,6138799.0,ZAR,2023-07-18,NAV,CLEARING
NAV-0016045,ACC-000775,ACC-000932,2609999.76,ZAR,2024-12-23,NAV,CLEARING
NAV-0016046,ACC-000427,ACC-000389,15409954.39,ZAR,2023-02-22,NAV,CLEARING
NAV-0016047,ACC-000413,ACC-000915,19983012.23,ZAR,2023-07-06,NAV,CLEARING
NAV-0016048,ACC-000164,ACC-000775,13726896.03,ZAR,2023-09-04,NAV,CLEARING
NAV-0016049,ACC-000079,ACC-000533,11649285.13,ZAR,2024-11-18,NAV,CLEARING
NAV-0016050,ACC-000182,ACC-000876,665259.38,ZAR,2023-04-12,NAV,CLEARING
NAV-0016051,ACC-000621,ACC-000003,8881514.23,ZAR,2024-06-09,NAV,CLEARING
NAV-0016052,ACC-000130,ACC-001046,17681094.9,ZAR,2023-04-04,NAV,CLEARING
NAV-0016053,ACC-000530,ACC-000968,19733824.65,ZAR,2024-12-22,NAV,CLEARING
NAV-0016054,ACC-000654,ACC-000111,14311555.4,ZAR,2024-03-26,NAV,CLEARING
NAV-0016055,ACC-000437,ACC-000459,1668978.64,ZAR,2024-09-08,NAV,CLEARING
NAV-0016056,ACC-000545,ACC-000510,10146321.44,ZAR,2024-11-28,NAV,CLEARING
NAV-0016057,ACC-000189,ACC-000420,4567826.4,ZAR,2023-11-29,NAV,CLEARING
NAV-0016058,ACC-000654,ACC-000765,7309876.98,ZAR,2023-02-26,NAV,CLEARING
NAV-0016059,ACC-000746,ACC-000269,8978939.23,ZAR,2024-09-01,NAV,CLEARING
NAV-0016060,ACC-000657,ACC-000291,818198.02,ZAR,2023-06-25,NAV,CLEARING
NAV-0016061,ACC-000423,ACC-000999,3236429.47,ZAR,2024-01-10,NAV,CLEARING
NAV-0016062,ACC-000239,ACC-000237,11790778.74,ZAR,2023-05-15,NAV,CLEARING
NAV-0016063,ACC-000643,ACC-000632,8412424.51,ZAR,2023-09-28,NAV,CLEARING
NAV-0016064,ACC-000486,ACC-001056,8855464.64,ZAR,2023-08-02,NAV,CLEARING
NAV-0016065,ACC-000179,ACC-001035,1839206.93,ZAR,2023-11-27,NAV,CLEARING
NAV-0016066,ACC-000119,ACC-000804,13279969.24,ZAR,2023-01-28,NAV,CLEARING
NAV-0016067,ACC-000669,ACC-000002,150706.69,ZAR,2023-08-25,NAV,CLEARING
NAV-0016068,ACC-000076,ACC-000527,2705213.55,ZAR,2024-03-22,NAV,CLEARING
NAV-0016069,ACC-000237,ACC-001098,15010474.34,ZAR,2024-03-26,NAV,CLEARING
NAV-0016070,ACC-000054,ACC-000615,8493937.99,ZAR,2023-03-18,NAV,CLEARING
NAV-0016071,ACC-000587,ACC-000463,8915408.64,ZAR,2024-06-09,NAV,CLEARING
NAV-0016072,ACC-000092,ACC-000409,17631429.08,ZAR,2024-12-16,NAV,CLEARING
NAV-0016073,ACC-000411,ACC-001033,12231089.9,ZAR,2024-07-28,NAV,CLEARING
NAV-0016074,ACC-000541,ACC-000126,14782895.99,ZAR,2024-12-09,NAV,CLEARING
NAV-0016075,ACC-000612,ACC-000485,9120908.36,ZAR,2024-07-31,NAV,CLEARING
NAV-0016076,ACC-000078,ACC-000053,18413357.32,ZAR,2023-01-17,NAV,CLEARING
NAV-0016077,ACC-000740,ACC-000649,11683915.74,ZAR,2023-04-09,NAV,CLEARING
NAV-0016078,ACC-000439,ACC-000719,4788441.33,ZAR,2023-10-30,NAV,CLEARING
NAV-0016079,ACC-000428,ACC-000050,8941632.46,ZAR,2024-02-10,NAV,CLEARING
NAV-0016080,ACC-000114,ACC-000900,18604305.17,ZAR,2024-04-05,NAV,CLEARING
NAV-0016081,ACC-000003,ACC-000643,5589765.99,ZAR,2023-11-23,NAV,CLEARING
NAV-0016082,ACC-000639,ACC-000012,10655845.45,ZAR,2024-12-28,NAV,CLEARING
NAV-0016083,ACC-000790,ACC-000154,13665921.06,ZAR,2024-09-14,NAV,CLEARING
NAV-0016084,ACC-000266,ACC-000238,17352202.13,ZAR,2023-09-20,NAV,CLEARING
NAV-0016085,ACC-000323,ACC-000548,5380689.42,ZAR,2023-12-15,NAV,CLEARING
NAV-0016086,ACC-000019,ACC-000533,16905294.73,ZAR,2024-01-12,NAV,CLEARING
NAV-0016087,ACC-000289,ACC-000391,3253833.33,ZAR,2023-11-04,NAV,CLEARING
NAV-0016088,ACC-000395,ACC-001025,13762937.87,ZAR,2024-03-29,NAV,CLEARING
NAV-0016089,ACC-000440,ACC-000576,5616556.64,ZAR,2024-02-23,NAV,CLEARING
NAV-0016090,ACC-000095,ACC-001100,1687775.69,ZAR,2023-09-07,NAV,CLEARING
NAV-0016091,ACC-000688,ACC-000986,7166906.79,ZAR,2023-07-15,NAV,CLEARING
NAV-0016092,ACC-000662,ACC-001075,14660372.07,ZAR,2023-08-04,NAV,CLEARING
NAV-0016093,ACC-000215,ACC-000831,10403595.15,ZAR,2023-05-12,NAV,CLEARING
NAV-0016094,ACC-000379,ACC-000432,6425653.95,ZAR,2024-08-04,NAV,CLEARING
NAV-0016095,ACC-000191,ACC-000065,11928694.45,ZAR,2024-03-09,NAV,CLEARING
NAV-0016096,ACC-000726,ACC-000284,2425999.52,ZAR,2024-06-11,NAV,CLEARING
NAV-0016097,ACC-000318,ACC-000423,12902165.86,ZAR,2023-06-30,NAV,CLEARING
NAV-0016098,ACC-000634,ACC-000176,4053087.03,ZAR,2024-01-30,NAV,CLEARING
NAV-0016099,ACC-000139,ACC-000483,15440123.32,ZAR,2024-08-17,NAV,CLEARING
NAV-0016100,ACC-000514,ACC-000815,105438.54,ZAR,2024-10-10,NAV,CLEARING
NAV-0016101,ACC-000037,ACC-000125,4778391.38,ZAR,2023-05-21,NAV,CLEARING
NAV-0016102,ACC-000263,ACC-000749,2935937.73,ZAR,2023-12-28,NAV,CLEARING
NAV-0016103,ACC-000135,ACC-000532,19102273.66,ZAR,2023-02-22,NAV,CLEARING
NAV-0016104,ACC-000238,ACC-000488,18034167.06,ZAR,2024-02-23,NAV,CLEARING
NAV-0016105,ACC-000170,ACC-001028,5524712.19,ZAR,2023-12-09,NAV,CLEARING
NAV-0016106,ACC-000760,ACC-000481,14557357.44,ZAR,2023-11-09,NAV,CLEARING
NAV-0016107,ACC-000649,ACC-000191,299381.87,ZAR,2024-11-17,NAV,CLEARING
NAV-0016108,ACC-000240,ACC-000269,14451171.51,ZAR,2023-03-05,NAV,CLEARING
NAV-0016109,ACC-000536,ACC-001052,4522206.34,ZAR,2024-09-11,NAV,CLEARING
NAV-0016110,ACC-000630,ACC-000727,5660524.7,ZAR,2024-02-11,NAV,CLEARING
NAV-0016111,ACC-000752,ACC-001073,9612519.92,ZAR,2023-10-28,NAV,CLEARING
NAV-0016112,ACC-000635,ACC-000665,15151481.43,ZAR,2023-06-26,NAV,CLEARING
NAV-0016113,ACC-000673,ACC-000947,19406045.59,ZAR,2023-02-16,NAV,CLEARING
NAV-0016114,ACC-000564,ACC-001005,18609765.57,ZAR,2023-01-31,NAV,CLEARING
NAV-0016115,ACC-000645,ACC-000909,9844710.44,ZAR,2023-04-16,NAV,CLEARING
NAV-0016116,ACC-000515,ACC-001032,9908989.65,ZAR,2023-07-02,NAV,CLEARING
NAV-0016117,ACC-000301,ACC-001028,2792885.89,ZAR,2024-02-08,NAV,CLEARING
NAV-0016118,ACC-000394,ACC-000773,2390445.12,ZAR,2023-07-17,NAV,CLEARING
NAV-0016119,ACC-000328,ACC-000215,1043882.88,ZAR,2024-04-05,NAV,CLEARING
NAV-0016120,ACC-000094,ACC-000894,8293073.82,ZAR,2023-07-15,NAV,CLEARING
NAV-0016121,ACC-000276,ACC-000949,18802157.9,ZAR,2024-12-19,NAV,CLEARING
NAV-0016122,ACC-000164,ACC-000475,2780548.18,ZAR,2023-07-07,NAV,CLEARING
NAV-0016123,ACC-000198,ACC-000900,649572.58,ZAR,2024-09-15,NAV,CLEARING
NAV-0016124,ACC-000719,ACC-000645,13161505.26,ZAR,2023-10-13,NAV,CLEARING
NAV-0016125,ACC-000437,ACC-000922,757679.12,ZAR,2024-01-01,NAV,CLEARING
NAV-0016126,ACC-000310,ACC-001108,4420928.56,ZAR,2024-11-08,NAV,CLEARING
NAV-0016127,ACC-000649,ACC-000514,9904756.58,ZAR,2024-01-24,NAV,CLEARING
NAV-0016128,ACC-000372,ACC-000922,17163425.73,ZAR,2024-09-02,NAV,CLEARING
NAV-0016129,ACC-000807,ACC-000696,2428699.85,ZAR,2024-01-31,NAV,CLEARING
NAV-0016130,ACC-000343,ACC-000751,3275835.6,ZAR,2024-05-21,NAV,CLEARING
NAV-0016131,ACC-000285,ACC-000633,17157942.8,ZAR,2024-01-28,NAV,CLEARING
NAV-0016132,ACC-000518,ACC-000717,11260319.95,ZAR,2023-12-09,NAV,CLEARING
NAV-0016133,ACC-000566,ACC-000814,11874059.14,ZAR,2024-10-27,NAV,CLEARING
NAV-0016134,ACC-000043,ACC-000159,4166969.96,ZAR,2024-06-09,NAV,CLEARING
NAV-0016135,ACC-000708,ACC-000533,11800710.79,ZAR,2024-05-19,NAV,CLEARING
NAV-0016136,ACC-000603,ACC-000747,8210757.42,ZAR,2023-02-20,NAV,CLEARING
NAV-0016137,ACC-000053,ACC-000690,2569250.43,ZAR,2024-12-14,NAV,CLEARING
NAV-0016138,ACC-000448,ACC-001080,12698551.77,ZAR,2024-08-20,NAV,CLEARING
NAV-0016139,ACC-000110,ACC-000820,5441264.42,ZAR,2023-06-06,NAV,CLEARING
NAV-0016140,ACC-000403,ACC-001004,7725370.13,ZAR,2023-09-06,NAV,CLEARING
NAV-0016141,ACC-000714,ACC-000858,2758269.81,ZAR,2023-12-01,NAV,CLEARING
NAV-0016142,ACC-000238,ACC-000173,7028913.79,ZAR,2024-05-09,NAV,CLEARING
NAV-0016143,ACC-000127,ACC-000493,10047964.33,ZAR,2023-11-18,NAV,CLEARING
NAV-0016144,ACC-000150,ACC-000930,15747253.46,ZAR,2023-07-06,NAV,CLEARING
